text,label,label_desc,translation
i admits to feeling remorseful after her outbursts width height,0,sadness,Aminado siya na nakaramdam ng pagsisisi matapos ang kanyang mga pagsabog.
i still dont know what to make of it all but somehow i feel even more assured that what i teach works,1,joy,"Hindi ko pa rin alam kung ano ang gagawin ko sa lahat ng ito ngunit sa isang paraan, mas napapanatag ako na ang itinuturo ko ay gumagana."
im thankful to work in a place where i can feel comfortable and supported,1,joy,Nagpapasalamat ako na makapagtrabaho sa isang lugar kung saan ako nakakaramdam ng komportable at sinusuportahan.
i did not know was that she was of the damned and that she had had centuries to hone the very words she wielded against me with their razor edge in hindsight i cannot help but feel resigned to the fate that inevitably followed for i was helpless to withstand her,0,sadness,"Hindi ko alam na siya ay isa sa mga pinarusahan at na mayroon siyang mga siglo upang perpektuhin ang mga salitang ginamit niya laban sa akin na parang may talim sa likod ko, hindi ko maiiwasan ang pakiramdam ng pagsuko sa kapalaran na di maiiwasan dahil ako ay walang magawa upang pigilan siya."
i feel unsure or neutral about changing but really does not want to change,4,fear,Hindi ako sigurado o neutral tungkol sa pagbabago ngunit ayaw kong magbago.
i feel depressed moody and just lethargic and tired,0,sadness,"Nararamdaman kong malungkot, mapag-initan, at puro pagod at antok lang."
i really like in choir the people who i feel are really friends in choir who are sincere to me are not going for the trip and i feel really lost,1,joy,"Talagang gusto ko sa choir ang mga tao na nararamdaman kong tunay na kaibigan sa choir na tapat sa akin, hindi sila sasama sa biyahe at nararamdaman kong nawawala ako."
i worked as a computer tech this ability to hyper focus on one issue is a real asset however for living day to day i can get bogged down and feel frustrated that i am not making progress because i am focused on one problem,3,anger,"Nagtrabaho ako bilang computer tech, ang kakayahang ito na mag-hyper focus sa isang isyu ay tunay na kapaki-pakinabang; gayunpaman, sa pang-araw-araw na pamumuhay, maaari akong mabigatan at makaramdam ng pagkabigo dahil hindi ako nakakagawa ng progreso dahil nakatuon ako sa isang problema."
i feel so damaged in that i cannot speak,0,sadness,Nararamdaman kong lubhang nasasaktan dahil hindi ako makapagsalita.
i am new to this so feels kind of strange but i will push through it,4,fear,Bago pa ako dito kaya medyo kakaiba ang pakiramdam pero susundin ko ito.
i rarely feel hesitant to say something sometimes even too much,4,fear,"Bihirang ako mag-atubiling magsalita, minsan kahit sobra na."
i felt jealous when you i feel insecure when,4,fear,Nararamdaman kong mainggit ako kapag ikaw... at nahihirapan akong magtiwala sa sarili kapag.
i hope that one day i feel some sort of divine inspiration and motivation and that these fasts will come easy for me but for now they are on my back burner something i hope to focus on after i am done having and raising children,1,joy,"Sana'y sa isang araw, maramdaman ko ang isang uri ng diwaing inspirasyon at motibasyon, at ang mga pag-aayuno ay magiging madali para sa akin, ngunit para ngayon, ito ay nasa aking likod na kalan, isang bagay na inaasahan kong pagtuunan ng pansin pagkatapos kong matapos magkaroon at palakihin ang mga anak."
i don t feel unwelcome there,0,sadness,Hindi ako nadarama'y hindi tinatanggap doon.
i did not sleep better my food did not taste better my thoughts were not clearer i did not feel more vigorous i was in essence pounds of body and mind almost exclusively devoted to thinking about the cigarette i wanted but could not have,1,joy,"Hindi ako nakatulog nang maayos, hindi masarap ang aking pagkain, hindi malinaw ang aking mga iniisip, hindi ako nakaramdam ng higit na lakas. Sa katunayan, ako ay parang mga libra ng katawan at isipan halos eksklusibo nang nakatuon sa pag-iisip tungkol sa sigarilyo na gusto ko ngunit hindi ko makuha."
i no longer feel disadvantaged by my ethnicity and the fact that the majority of gay men are racist and dont wanna date asians,0,sadness,Hindi na ako nadidisadvantagedan ng aking lahi at ng katotohanang karamihan sa mga bakla ay rasista at ayaw makipag-date sa mga Asyano.
i do not want to feel regretful because i did not stop you from smoking before so much damage was done,0,sadness,Ayaw kong maramdaman ang pagsisisi dahil hindi kita pinigilan sa pag-iinom bago pa lubos na nasira ang iyong kalusugan.
i haul of each to the lava planet and export them down to the space port feeling fairly clever,1,joy,"Dinadala ko ang bawat isa sa planeta ng lava at ipinapadala sila sa espasyo port, na parang matalino."
i only want to write here when i am feeling unhappy,0,sadness,Gusto ko lamang sumulat dito kapag malungkot ako.
i feel low and lost and lonely on a grey day,0,sadness,"Nararamdaman kong mababa, nawawala, at nag-iisa sa isang madilim na araw."
im feeling the moxie fab love cath script src http www,1,joy,Nararamdaman ko ang moxie fab love cath script src http www
i have just good news to share and it feels so amazing just being able to sit here and feel relief and sunshine,1,joy,Mayroon akong magagandang balita na ibahagi at sobrang saya na makasit dito at maramdaman ang kaluwagan at sikat ng araw.
i felt myself melting away again but this time it was a happy feeling not a scared one,4,fear,"Naramdaman kong unti-unting nawawala ako ngunit sa pagkakataong ito, masaya ang pakiramdam, hindi takot."
i now feel a longing for knowledge,2,love,Gusto ko nang matuto.
i try to come up with ideas that i feel are clever to keep the my pieces fun to make and interesting to look at,1,joy,Sinusubukan kong mag-isip ng mga ideya na sa tingin ko ay matalino upang panatilihing masaya ang aking mga obra at nakakaakit sa paningin.
i feel more happiness and are more peaceful,1,joy,Mas nararamdaman ko ang kagalakan at mas mapayapa ako.
i feel sorry for the employees but if this is the way applebees ceo behaves its best if the chain is starved to death by caring consumers,0,sadness,"Nakakaawa ang mga empleyado ngunit kung ganito ang asal ng CEO ng Applebee's, mas mabuti nang mamatay sa gutom ang kumpanya dahil sa pag-aalaga ng mga konsyumer."
im feeling depressed anxious and despondent thats all i seem to want to do,0,sadness,"Nakakaramdam ako ng depresyon, pag-aalala, at pagkabigo. Iyon lang ang tila gusto kong gawin."
i was feeling a bit rushed and the kitchen has just been cleaned so i mixed up in the blender which i find works just as well provided your butter is really cold and you dont over do the pulse,3,anger,"Nararamdaman kong medyo nagmamadali ako at bagong linis ang kusina kaya ginamit ko ang blender, na sa tingin ko ay gumagana rin nang maayos basta ang mantikilya ay talagang malamig at hindi ka masyadong mag-pulse."
i feel like this week these photos are kind of boring and uninspiring,0,sadness,Parang boring at walang inspirasyon ang mga larawan ngayong linggo.
ive been feeling much more confident,1,joy,Mas nakakaramdam na ako ng tiwala.
i feel were most successful sodden shattered squeeze sardonic and squat,1,joy,"Nararamdaman kong pinaka matagumpay, basa, nabasag, pinisil, may pagbibiro, at nakaupo."
i am not amazing or great at photography but i feel passionate about it,1,joy,"Hindi ako kahanga-hanga o mahusay sa pagkuha ng litrato, pero mayroon akong malalim na pagmamahal dito."
i was afraid i was going to freaking explode my muscles locked into place and all i could feel was the absolutely ecstatic sensations ivy s hands were creating,1,joy,"Natatakot ako na sasabog na ang mga kalamnan ko, nakakulong sila sa kanilang posisyon at ang nararamdaman ko lamang ay ang lubos na kagalakan na idinudulot ng mga kamay ni Ivy."
i feel like its flying by and im afraid im going to miss something,4,fear,Parang lumilipad ang panahon at natatakot akong makaligtaan ang isang bagay.
ive found it im feeling pretty pumped,1,joy,"Natagpuan ko na ito, sobrang excited ako."
ive been feeling a bit discontent with my music for a while now,0,sadness,Matagal ko nang nararamdaman ang kaunting hindi pagsang-ayon sa aking musika.
im confident a lot of people who feel that zimmerman should be punished,0,sadness,Marami akong tiwala na maraming tao ang naniniwala na dapat parusahan si Zimmerman.
i feel your prick every night when you re dreaming about me and i she paused dramatically i am not impressed,4,fear,"Nararamdaman ko ang iyong pag-akit tuwing gabi kapag nangangarap ka sa akin, at ako... (napahinto siya nang may drama) hindi ako naapektuhan."
i feel so excited about it,1,joy,Napakasaya ko dito.
i do love air at alton towers though i feel like im flying its a lovely free feeling though to be fair if any bird flew as fast randomly and upside as that rollercoaster i think it would end up beak first into the nearest tree,2,love,"Mahal ko nga ang air sa Alton Towers, kahit parang lumilipad ako, maganda at malayang pakiramdam. Pero kung tutuusin, kung anumang ibon ang lumilipad nang ganoon kabilis, random, at pabalik-balik gaya ng rollercoaster, siguro magtatapos ito ng beak first sa pinakamalapit na puno."
i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash,3,anger,"Napaka-irita ko sa mga kasamahan ko sa trabaho, minsan naglilibot ako sa mga palapag at nakakakita ng mga tonelada ng puting papel sa basura."
i did it i survived our very first big kid trauma though i still feel shaken by the whole event,4,fear,"Ginawa ko ito, nakaligtas ako sa aming unang malaking trauma bilang mga bata, bagama't nararamdaman ko pa rin ang pagkabigla sa buong pangyayari."
i started secondary school at the age of every night i would cry and lose sleep over the thought of school the next day but it wasnt the usual feelings of oh i cant be bothered with school,3,anger,"Nagsimula akong mag-sekondarya sa edad na... bawat gabi, umiiyak ako at hindi nakakatulog dahil sa iniisip ang paaralan kinabukasan ngunit hindi iyon ang karaniwang nararamdaman na ""ayoko nang mag-aral."""
i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused,3,anger,"Hindi ako magbibigay ng paliwanag para sa lalaki, siya ay isang matanda at kaya niyang gawin iyon para sa kanyang sarili at sa kanyang mga tauhan. Umalis ako sa Red Rooster na hindi nasiyahan, hindi nabighani, at nalilito."
i look out on this scene i think about how cute it is and enjoy a swelling feeling of pride in the playful delight of my dog,1,joy,Nakatingin ako sa tanawing ito at naisip ko kung gaano ito ka-cute at nasisiyahan ako sa lumalaking damdamin ng pagmamalaki sa masayang kaligayahan ng aking aso.
im feeling a but of melancholy today a bit of sadness but i also feel that the sadness is ok,0,sadness,"Nararamdaman ko ngayon ang kaunting kalungkutan, kaunting kalungkutan, pero nararamdaman ko rin na ang kalungkutan ay maayos."
i am feeling happy,1,joy,Masaya ako.
i see what the ritalin culture is doing to the children and their flias i feel shocked,4,fear,"Nakikita ko ang ginagawa ng kultura ng Ritalin sa mga bata at kanilang mga pamilya, at nararamdaman kong nabigla ako."
i don t always feel joyful and i quite often throw prayer out the window,1,joy,Hindi ako lagi nakakaramdam ng saya at madalas kong ibinabato ang panalangin sa labas ng bintana.
i feel like this little innocent helpless person needs me and i guess i like to be needed,1,joy,"Parang isang maliit, inosente, at walang magawa na nilalang ang nangangailangan sa akin, at siguro gusto kong kailanganin."
i can tell you exactly what is wrong at this very moment this very second i grieve for my son i miss my son i feel as though i am being punished and living in a hell at times,0,sadness,"Maaari kong sabihin sa iyo nang eksakto kung ano ang mali ngayon, sa sandaling ito, nalulungkot ako para sa aking anak, nami-miss ko siya, at parang pinarusahan ako at nakatira sa impiyerno minsan."
i kept my heart open and exposed while watching the news every night i would most likely never recover from the rush of helpless and hopeless feelings created by all the tragic stories,0,sadness,"Pinapanatili kong bukas at nakalantad ang aking puso habang nanonood ng balita tuwing gabi, malamang ay hindi na ako makakabangon sa pagdaloy ng mga damdaming walang magawa at walang pag-asa na iniwan ng lahat ng mga trahedyang kwento."
i do feel sympathetic and try to help when i can but it s different when it s your own community,2,love,"Nararamdaman ko ang simpatiya at sinusubukan kong tumulong kung kaya ko, ngunit iba kapag ang iyong sariling komunidad ang naapektuhan."
i feel special now its just fun to say lol amvassago of the i just cant stop laughing when ever i read something and then i see beefy amkris toshibalol amits an epic word so is beef cake amvassago of the nooo,1,joy,"Nararamdaman kong espesyal ngayon, nakakatuwa lang sabihin, lol. Amvassago ng ""i just cant stop laughing,"" kapag binabasa ko ang isang bagay at nakikita ko si Beefy Amkris Toshibalol, amits, isang epikong salita, gaya rin ng beef cake. Amvassago ng ""nooo."""
i feel our children are caught up in these unfortunate situations by no fault of their own and they so deserve to have a voice and someone to be there just for them and their best interests,0,sadness,Nararamdaman kong ang ating mga anak ay nasasangkot sa mga hindi kanais-nais na sitwasyon nang walang kasalanan nila at karapat-dapat silang magkaroon ng boses at mayroong taong nandito lamang para sa kanila at sa kanilang pinakamabuting interes.
i watched on thanksgiving this morning i am feeling doubly blessed for what god has given me,2,love,Nanood ako kaninang umaga ng Thanksgiving at nararamdaman kong doble ang pagpapala na natanggap ko mula sa Diyos.
i feel inadequate in those moments as a momma,0,sadness,Nararamdaman kong kulang ako sa mga sandaling iyon bilang ina.
i feel like this was a milestone race and i ve shaken the novice feeling off,4,fear,Nararamdaman kong ito ay isang pangunahing karera at nawala na ang pakiramdam na baguhan.
i am in a place where i feel hopeful of finally getting a job at another warehouse distributors like where i did work but the products are floral instead of stationary accessories art bags and such,1,joy,"Nasa lugar ako kung saan ako nabibigyan ng pag-asa na makakuha ng trabaho sa ibang bodega ng mga distributor katulad ng dati kong trabaho ngunit ang mga produkto ay bulaklak sa halip na mga aksesorya para sa istasyonerya, mga bag para sa sining, at iba pa."
i am not going to get into saturday night all im going to say is i once again went home sat with billy for a bit then went to bed feeling alone wasted not in the good way and abandoned,0,sadness,"Hindi ako papasok sa detalye ng Sabado ng gabi, ang masasabi ko lang ay muli akong umuwi, nakaupo kasama si Billy saglit, saka natulog na parang nag-iisa, nasayang ang gabi, hindi sa magandang paraan, at iniwan."
i feel i was successful in doing that for the waxing moon it s quite a bit different than the hidden sun,1,joy,"Nararamdaman kong matagumpay akong nagawa iyon para sa buwaning tumataas, medyo iba ito kumpara sa nakatagong araw."
i feel more reassured now,1,joy,Mas nakakatiyak na ako ngayon.
i know i won t last long being ambulatory i feel it even though i try to be as positive as i possibly can,1,joy,"Alam kong hindi ako matagal maglalakad, nararamdaman ko ito kahit sinusubukan kong maging positibo hangga't maaari."
i am no expert in nutrition and diet planning i eat to feel strong and keep my energy level up,1,joy,"Hindi ako eksperto sa nutrisyon at pagpaplano ng diyeta, kumakain ako upang maramdaman ang aking lakas at panatilihing mataas ang aking antas ng enerhiya."
i literally fell on my knees during one episode which feels so pathetic,0,sadness,"Literal na bumagsak ako sa tuhod ko sa isang episode, parang napakasakit sa pride."
i feel alone so marginalized by my wacky core beliefs that are shared by a tiny percentage of the u,0,sadness,Nararamdaman kong nag-iisa at napapalayo dahil sa kakaibang paniniwala ko na ibinahagi lamang ng isang maliit na porsyento ng mga tao.
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,3,anger,"Sa tingin ko, kahit mahalin o hindi ng mga tao si Anne Coulter o Ed Schultz, ang kanilang mga manonood ay tiyak na nakakaramdam ng ganung antas ng galit at poot tungkol sa nilalaman ng kanilang mga pagbatikos."
i feel really wonderful about myself and love the life i live,1,joy,Nararamdaman kong tunay na kahanga-hanga ang aking sarili at minamahal ang buhay na aking tinatamasa.
i have tryed different ways for people to notice me but i feel fake doing them because none of it is myself,0,sadness,Subok ko na ang iba't ibang paraan para mapansin ako ngunit nararamdaman kong pekeng-peke ang ginagawa ko dahil wala sa kanila ang tunay kong sarili.
i feel low not coz of the situations distance or the person but its that one thing that hurts you and makes you feel responsible for what i have done to myself,0,sadness,"Nararamdaman kong mababa hindi dahil sa mga sitwasyon, distansya, o tao, kundi dahil sa isang bagay na nasasaktan at nagpaparamdam sa akin na responsable sa aking mga nagawa sa aking sarili."
i feel guilty for not having made any blog entries for months,0,sadness,Nararamdaman kong may sala ako dahil hindi ako nakapag-post ng kahit anong blog entry sa loob ng mga buwan.
i must feel loving toward everyone,2,love,Dapat akong maramdaman ang pagmamahal sa lahat.
i feel as though i have a blank canvas and can pick any theme i want,0,sadness,Nararamdaman kong parang mayroon akong puting tela at maaring piliin ang anumang tema na gusto ko.
i longed for that feeling i once knew the feeling i treasured once and forgot because of pain,2,love,"Nais kong maramdaman muli ang pakiramdam na iyon, ang aking minamahal at nakalimutan dahil sa sakit."
i was feeling extremely anxious,4,fear,Napakasakit ng aking kaba.
i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,0,sadness,Talagang malungkot ako sa lahat ng nangyayari sa buhay ko at hindi ito basta-basta mawawala sa isang iglap.
i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,1,joy,Pumunta ako upang makita ang aking PCM sa post para sa follow-up appointment at umalis akong nakaramdam ng pag-asa at optimismo.
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,3,anger,"Kinuha ko ang aking mga gamit mula sa aking pwesto at tumakas sa ilalim ng Grand Central, desperado na maghanap ng mapa ng tren, na nararamdaman ang pagkadismaya sa aking sarili dahil sa aking malaking pag-aaway."
i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,3,anger,Talagang nababahala ako tungkol sa partikular na isyung ito dahil parang itinapon ko lang ang ilang daang euro sa dingding.
i know who all think this way so i ve always feel skeptical about painting my nails red since i also have light skin so the red is really going to stand out is there a cute way for a year old to wear red nails without looking like she s trying too hard or looking like a hooker,4,fear,Alam kong marami ang nag-iisip ng ganito kaya lagi akong nag-aalinlangan na magpinta ng kuko ko ng pula dahil may mapuputing balat din ako kaya talagang makikita ang pula. May paraan ba para sa isang taong gulang na isuot ang pulang kuko nang cute nang hindi mukhang sobra o parang babaeng nagtitinda ng sarili?
i feel like no matter what my house will never be acceptable to them,1,joy,"Parang kahit ano pang gawin ko, hindi nila tatanggapin ang aking tahanan."
i still sort of agree with that description but i ve come to think that the great thing about this song and about all concise guitar pop songs that so accurately hit home the singular feeling of romantic possibility is the way that it lets you write your own starring scene,2,love,"Sumasang-ayon pa rin ako sa paglalarawan na iyon, ngunit naisip ko na ang magandang bagay tungkol sa kanta at sa lahat ng maikling pop na kanta tungkol sa gitara na tumatama nang tama sa pakiramdam ng posibilidad ng pag-ibig ay ang paraan kung paano ito nagbibigay-daan sa iyo na isulat ang iyong sariling eksena bilang bida."
i have a lovely nesty feeling after looking at all that cute teeny weeny clothing,1,joy,May magandang pakiramdam akong maaliwalas pagkatapos makita ang lahat ng mga cute at maliit na damit.
i shouldnt be afraid to go out in public and feel paranoid because ive done nothing wrong,4,fear,Hindi dapat ako matakot lumabas sa publiko at mag-alala nang walang dahilan dahil wala akong nagawang mali.
i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations,4,fear,Nag-volunteer ako sa lahat at natapos akong makaramdam ng pagod at nagalit ang mga tao dahil hindi ko natutupad ang aking mga obligasyon.
i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,0,sadness,"Nararamdaman ko ang kalungkutan, aakayin ko ito at makinig ng ilang mabagal at malungkot na pop."
i saw i had a direct message dm on twitter from a former friend jeff who i no longer feel friendly toward,1,joy,"Nakita ko na may diretsong mensahe sa Twitter mula kay Jeff, isang dating kaibigan na hindi ko na nararamdaman ang pagkakaibigan."
i feel xs more indecisive,4,fear,Mas maraming pag-aalinlangan ang nararamdaman ko.
i sat down at the computer feeling nervous excited and more than a little silly,4,fear,"Naupo ako sa harap ng kompyuter, nakaramdam ng kaba, kilig, at medyo bobo."
i have kept quiet when someone did or said something hurtful and not said what i was feeling because i did not want to be rude,3,anger,Tahimik akong nanatili nang may nagsabi o gumawa ng isang bagay na nakakasakit at hindi ko sinabi ang nararamdaman ko dahil ayaw kong maging bastos.
i came to this realization that i was often feeling blamed or being blamed for things that were utterly outside of my control,0,sadness,Napagtanto ko na madalas akong makaramdam ng sisi o sisihin sa mga bagay na ganap na wala sa aking kontrol.
i have been feeling so bad that he has to be coherent and deal with teenagers all week,0,sadness,Napakasakit sa akin na kailangan niyang maging maayos at makipag-ugnayan sa mga kabataan buong linggo.
i was feeling very unsure as to whether or not i should continue to blog at all,4,fear,Hindi ako sigurado kung dapat pa akong magpatuloy sa pag-blog.
i will never forget that walk out of the doctor s office that afternoon feeling so determined not take for granted my health again,1,joy,"Hindi ko malilimutan ang paglalakad ko palabas ng tanggapan ng doktor noong hapon na iyon, na pakiramdam ko'y lubos na determinado na huwag nang ipagwalang-bahala ang aking kalusugan muli."
i continue to feel inspired by the strong runner she has become this year,1,joy,Patuloy akong nabibighani sa matibay na takbo na kanyang naging taglay ngayong taon.
i hate the feeling of being disliked and it seems as though its very common for me,0,sadness,"Ayaw ko ng pakiramdam na hindi gusto, at tila karaniwan na ito para sa akin."
i feel miserable after my break up self,0,sadness,Napakasakit ng pakiramdam ko matapos ang aming paghihiwalay.
i feel like i m a very very dangerous human being right now,3,anger,Nararamdaman kong sobrang mapanganib na tao ako ngayon.
i feel very strongly that the only way to eat cornbread is if its sweet cornbread with butter and honey dripping off each piece,2,love,Napakatibay ng paniniwala ko na ang tanging paraan upang kainin ang cornbread ay kung ito ay matamis na cornbread na may mantikilya at pulot na tumutulo sa bawat piraso.
i really had prepared ourselves for the worst but we both had the innate feeling that everything was fine,1,joy,Talagang handa na kami sa pinakamasama ngunit pareho kaming may likas na pakiramdam na lahat ay maayos.
i feel paranoid when i wear makeup out,4,fear,Nararamdaman kong paranoiac kapag nagsusuot ako ng make-up palabas.
i feel generous sometimes and feed a little of those savings to the birds,2,love,"Minsan, nadarama kong mapagbigay kaya pinapatubo ko ng kaunti ang aking ipon sa mga ibon."
i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,1,joy,"Mahal ko ang pagsasama ng amoy ng lavender at orange, pero paki-palitan mo ng ibang langis ng pabango o langis ng esensya kung gusto mo."
i feel like we just rushed around trying to see things its still quite beautiful,3,anger,"Parang nagmamadali lang kami sa pagtingin sa mga bagay, pero maganda pa rin."
i search search search and very rarely feel satisfied with the solutions found,1,joy,"Naghahanap ako, naghahanap, naghahanap, at bihira akong makaramdam ng kasiyahan sa mga solusyon na natagpuan."
i feel petty moaning about it but its annoying me so from now on im keeping my stuff in a bag in my room if they ask i can always say im keeping it there to stop the bathroom getting cluttered,3,anger,"Nararamdaman kong maliit ang reklamo ko tungkol dito pero nakakainis kaya mula ngayon, itatago ko ang mga gamit ko sa isang bag sa aking silid. Kung itatanong sila, masasabi ko lang na ginagawa ko ito para hindi magkalat ang banyo."
im feeling that joy every day with some of the most gorgeous people ive ever met and hope this thanksgiving you felt the same,1,joy,"Nararamdaman ko ang saya araw-araw kasama ang ilan sa mga pinakamagandang tao na nakilala ko at sana ngayong Thanksgiving, naramdaman mo rin ito."
i can t be with her in portland and i feel fairly useless here in strasbourg,0,sadness,Hindi ako makakasama sa kanya sa Portland at nararamdaman kong medyo walang silbi dito sa Strasbourg.
i got a feeling that the hateful talk in the work place wore thin and they kept her around only for what they absolutely needed her to cover,3,anger,Nararamdaman kong ang mga masasamang usapan sa trabaho ay unti-unting nawalan ng bisa at pinapanatili lamang siya dahil sa mga bagay na kailangan nilang saklawan.
i also feel paranoid that everyone is listening to my phone conversations whats that all about,4,fear,"Parang kinakabahan din ako na nakikinig lahat sa aking mga tawag sa telepono, ano kaya ang ibig sabihin nito?"
i feel it s a worthwhile cause and hope you decide to participate,1,joy,Nararamdaman kong ito ay isang makabuluhang dahilan at sana ay magpasya kang sumali.
i feel disturbed and sad,0,sadness,Nararamdaman kong nababagabag at malungkot.
i feel like i can and have accepted that but will others,2,love,"Nararamdaman kong kaya kong tanggapin iyon at tinanggap ko na, ngunit tatanggapin kaya ito ng iba?"
i feel very slutty,2,love,Nararamdaman kong sobrang malandi.
i like to participate in sketch challenges from time to time when im feeling inspired,1,joy,Gustung-gusto kong sumali sa mga sketch challenge paminsan-minsan kapag nadarama kong inspirado.
i drove back to the beach staring at the thing on the seat beside me feeling very depressed,0,sadness,"Bumalik ako sa dalampasigan habang nakatingin sa bagay sa tabi ko sa upuan, pakiramdam ko'y lubhang nalulungkot."
i cant do either of these things so i end up trying my hardest to suppress these feelings which makes me irritable and is very tiring,3,anger,"Hindi ko kaya alinman sa dalawang bagay na ito kaya nagpupursigi akong pigilin ang mga damdaming ito, na nagpapasakit sa akin at napapagod ako."
i get to pursue things that spark my curiosity and make me feel useful,1,joy,Nakakakuha ako ng pagkakataon na habulin ang mga bagay na nagpapasigla sa aking pag-uugali at nagbibigay sa akin ng pakiramdam na kapaki-pakinabang.
im looking good and feeling good other than this crappy cold im dealing with,1,joy,Mabuti ang aking itsura at pakiramdam maliban sa itong nakakainis na sipon na aking kinakaharap.
ive left my job i feel a lot less stressed in general and i had a really good time just observing how much the kids enjoy the process of creating something new,0,sadness,"Iniwan ko na ang trabaho ko, mas kaunti ang stress ko ngayon, at sobrang saya ko na makita kung gaano katutuwa ang mga bata sa proseso ng paglikha ng isang bago."
i hope i am not like that and i feel inspired by the prestige of others,1,joy,Sana hindi ako magiging katulad nila at nakakainspire sa akin ang karangalan ng iba.
i feel quite rebellious actually,3,anger,Nararamdaman ko ang pagiging mapaghimagsik.
i feel strange out of sorts and i wont resort to this again,4,fear,"Nararamdaman kong kakaiba, hindi ko nararamdaman ang aking sarili, at hindi ko uulitin ito."
i dont hate you i just honestly feel so bitter towards you atm,3,anger,"Hindi kita kinamumuhian, totoo lang, nararamdaman ko lang ngayon ang sobrang sama ng loob sa iyo."
i sat there feeling so amazed that i actually found great joy in such simple things,4,fear,"Nakaupo ako roon, napakagulat ko dahil natagpuan ko ang tunay na saya sa mga simpleng bagay."
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,3,anger,"Tiningnan ko lahat ng mga iyon sa ibaba at nagpasya akong babalik kapag nararamdaman kong mapag-inis para lang mailagay iyon bilang aking pakiramdam, parang isang ice cream sandwich ako."
i read the book and feel like i am travelling those journeys sometimes i am amazed sometimes i cry sometimes i laugh sometimes i yearn for what is written sometimes i remember my friends my family and the deceased and realise there is so much to do for them,4,fear,"Nabasa ko ang aklat at parang naglalakbay ako sa mga karanasan na iyon Minsan ako'y nagtataka, minsan umiiyak, minsan tatawa, minsan nagnanais ng mga nakasulat, minsan naaalala ko ang mga kaibigan, pamilya, at mga yumao at napagtanto na marami pang dapat gawin para sa kanila."
im tired feeling crappy hungry and still dealing with ridding my house of the smell of vomit,0,sadness,"Pagod ako, hindi ko magandang pakiramdam, gutom, at patuloy pa rin akong naglilinis ng amoy ng pagsusuka sa bahay ko."
i have had some very emotional nights of crying feeling unsure and angry,4,fear,"Mayroon akong ilang gabi na puno ng emosyon, umiiyak, nag-aalinlangan, at nagagalit."
i don t feel that my society has accepted me whole heartedly,2,love,Hindi ko nararamdaman na lubos akong tinanggap ng aking lipunan.
i get upset that i try to rekindle some sort of feeling excitement remorse longing anything but like i said even this feeling becomes a temporary phase,2,love,"Nagagalit ako dahil sinusubukan kong muling buhayin ang kahit anong uri ng damdamin, kilig, pagsisisi, pagnanasa, kahit ano, pero gaya ng sinabi ko, maging ang damdaming ito ay naging pansamantala lamang."
i was feeling irritated and slightly upset after this conversation,3,anger,Nararamdaman kong nainis at bahagyang nalungkot matapos ang usapan na ito.
i also feel that no one in the music school is really being very supportive of me on this,2,love,Nararamdaman ko rin na walang tunay na sumusuporta sa akin sa paaralan ng musika tungkol dito.
ive been feeling the desire for a romantic interest even with my circumstances i feel as though im emotionally ready for a special someone in my life,2,love,"Nararamdaman ko ang pagnanais para sa isang romantikong karelasyon kahit na sa aking kalagayan, parang handa na akong emosyonal para sa isang espesyal na tao sa buhay ko."
i got the feeling watching it that only from starting out by making hats for his school friends could one develop such a clever use of resources train tickets doc marten soles barbies and shattered mirrors to name a few,1,joy,"Naramdaman ko habang pinapanood na mula sa paggawa ng mga sumbrero para sa mga kaklase niya lamang maaaring magkaroon ng ganitong matalinong paggamit ng mga materyales tulad ng mga tiket ng tren, tsinelas ng Doc Martens, mga Barbie, at mga basag na salamin, upang banggitin lamang ilan."
i feel so shitty right now i just arugh,0,sadness,"Napakasama ng pakiramdam ko ngayon, parang gusto ko nang umiyak."
i feel so abused and taken advantage of,0,sadness,Nararamdaman kong sobrang ginagamit at niloloko.
im honest i had already began to feel that i liked kiss guy a lot and therefore couldnt use him like that,2,love,"Tapat ako, simula pa noon ay nararamdaman ko nang lubos kong gusto ang lalaking iyon kaya hindi ko na siya magagamit nang ganun."
im feeling ugly lately,0,sadness,Nararamdaman kong pangit ako lately.
i could clearly feel my adomen muscles contract everytime i cough like some adomen exercise haha and im aching from it now sigh,0,sadness,"Malinaw kong nararamdaman ang pag-kontrakt ng aking tiyan tuwing ako'y uubo parang ehersisyo sa tiyan haha at ngayon ay nasasaktan na ako, hininga."
